IP:PORT, LOSS, DELAY
162.159.193.63:1180,100.00%,1000 ms
162.159.193.64:945,100.00%,1000 ms
162.159.193.67:945,100.00%,1000 ms
162.159.193.64:1180,100.00%,1000 ms
162.159.193.61:945,100.00%,1000 ms
162.159.193.69:1180,100.00%,1000 ms
162.159.193.71:945,100.00%,1000 ms
162.159.193.61:1180,100.00%,1000 ms
162.159.193.60:1180,100.00%,1000 ms
162.159.193.66:1180,100.00%,1000 ms
162.159.193.63:945,100.00%,1000 ms
162.159.193.142:8742,100.00%,1000 ms
162.159.193.65:945,100.00%,1000 ms
162.159.193.66:945,100.00%,1000 ms
162.159.193.65:1180,100.00%,1000 ms
162.159.193.70:945,100.00%,1000 ms
162.159.193.69:945,100.00%,1000 ms
162.159.193.62:945,100.00%,1000 ms
162.159.193.62:1180,100.00%,1000 ms
162.159.193.70:1180,100.00%,1000 ms
162.159.193.53:1180,100.00%,1000 ms
162.159.193.140:8742,100.00%,1000 ms
162.159.193.55:945,100.00%,1000 ms
162.159.193.59:1180,100.00%,1000 ms
162.159.193.57:1180,100.00%,1000 ms
162.159.193.54:945,100.00%,1000 ms
162.159.193.54:1180,100.00%,1000 ms
162.159.193.228:1010,100.00%,1000 ms
162.159.193.56:1180,100.00%,1000 ms
162.159.193.52:1180,100.00%,1000 ms
162.159.193.52:945,100.00%,1000 ms
162.159.193.222:1843,100.00%,1000 ms
162.159.193.53:945,100.00%,1000 ms
162.159.193.58:945,100.00%,1000 ms
162.159.193.50:1180,100.00%,1000 ms
162.159.193.50:945,100.00%,1000 ms
162.159.193.59:945,100.00%,1000 ms
162.159.193.51:945,100.00%,1000 ms
162.159.193.51:1180,100.00%,1000 ms
162.159.193.58:1180,100.00%,1000 ms
162.159.193.55:1180,100.00%,1000 ms
162.159.193.57:945,100.00%,1000 ms
162.159.193.56:945,100.00%,1000 ms
162.159.193.222:943,100.00%,1000 ms
162.159.193.46:1180,100.00%,1000 ms
162.159.193.48:1180,100.00%,1000 ms
162.159.193.47:945,100.00%,1000 ms
162.159.193.47:1180,100.00%,1000 ms
162.159.193.48:945,100.00%,1000 ms
162.159.193.49:1180,100.00%,1000 ms
162.159.193.46:945,100.00%,1000 ms
162.159.193.144:8742,100.00%,1000 ms
162.159.193.49:945,100.00%,1000 ms
162.159.193.45:945,100.00%,1000 ms
162.159.193.43:1180,100.00%,1000 ms
162.159.193.44:1180,100.00%,1000 ms
162.159.193.44:945,100.00%,1000 ms
162.159.193.43:945,100.00%,1000 ms
162.159.193.45:1180,100.00%,1000 ms
162.159.193.41:2506,100.00%,1000 ms
162.159.193.42:945,100.00%,1000 ms
162.159.193.42:1180,100.00%,1000 ms
162.159.193.41:4198,100.00%,1000 ms
162.159.193.38:2506,100.00%,1000 ms
162.159.193.40:4198,100.00%,1000 ms
162.159.193.39:2506,100.00%,1000 ms
162.159.193.39:4198,100.00%,1000 ms
162.159.193.38:4198,100.00%,1000 ms
162.159.193.36:2506,100.00%,1000 ms
162.159.193.36:4198,100.00%,1000 ms
162.159.193.40:2506,100.00%,1000 ms
162.159.193.37:4198,100.00%,1000 ms
162.159.193.37:2506,100.00%,1000 ms
162.159.193.35:2506,100.00%,1000 ms
162.159.193.35:4198,100.00%,1000 ms
162.159.193.34:2506,100.00%,1000 ms
162.159.193.32:4198,100.00%,1000 ms
162.159.193.32:2506,100.00%,1000 ms
162.159.193.34:4198,100.00%,1000 ms
162.159.193.29:2506,100.00%,1000 ms
162.159.193.30:2506,100.00%,1000 ms
162.159.193.31:2506,100.00%,1000 ms
162.159.193.30:4198,100.00%,1000 ms
162.159.193.33:2506,100.00%,1000 ms
162.159.193.141:894,100.00%,1000 ms
162.159.193.31:4198,100.00%,1000 ms
162.159.193.221:1843,100.00%,1000 ms
162.159.193.33:4198,100.00%,1000 ms
162.159.193.29:4198,100.00%,1000 ms
162.159.193.27:4198,100.00%,1000 ms
162.159.193.26:2506,100.00%,1000 ms
162.159.193.28:2506,100.00%,1000 ms
162.159.193.28:4198,100.00%,1000 ms
162.159.193.27:2506,100.00%,1000 ms
162.159.193.26:4198,100.00%,1000 ms
162.159.193.25:2506,100.00%,1000 ms
162.159.193.25:4198,100.00%,1000 ms
162.159.193.24:2506,100.00%,1000 ms
162.159.193.23:4198,100.00%,1000 ms
162.159.193.23:2506,100.00%,1000 ms
162.159.193.24:4198,100.00%,1000 ms
162.159.193.221:943,100.00%,1000 ms
162.159.193.22:2506,100.00%,1000 ms
162.159.193.22:4198,100.00%,1000 ms
162.159.193.21:4198,100.00%,1000 ms
162.159.193.21:2506,100.00%,1000 ms
162.159.193.19:4198,100.00%,1000 ms
162.159.193.20:4198,100.00%,1000 ms
162.159.193.20:2506,100.00%,1000 ms
162.159.193.145:8742,100.00%,1000 ms
162.159.193.17:2506,100.00%,1000 ms
162.159.193.18:4198,100.00%,1000 ms
162.159.193.220:1843,100.00%,1000 ms
162.159.193.18:2506,100.00%,1000 ms
162.159.193.17:4198,100.00%,1000 ms
162.159.193.16:2506,100.00%,1000 ms
162.159.193.9:4198,100.00%,1000 ms
162.159.193.13:2506,100.00%,1000 ms
162.159.193.15:2506,100.00%,1000 ms
162.159.193.12:2506,100.00%,1000 ms
162.159.193.14:2506,100.00%,1000 ms
162.159.193.15:4198,100.00%,1000 ms
162.159.193.12:4198,100.00%,1000 ms
162.159.193.220:943,100.00%,1000 ms
162.159.193.219:943,100.00%,1000 ms
162.159.193.10:2506,100.00%,1000 ms
162.159.193.9:2506,100.00%,1000 ms
162.159.193.11:4198,100.00%,1000 ms
162.159.193.219:1843,100.00%,1000 ms
162.159.193.16:4198,100.00%,1000 ms
162.159.193.13:4198,100.00%,1000 ms
162.159.193.10:4198,100.00%,1000 ms
162.159.193.11:2506,100.00%,1000 ms
162.159.193.14:4198,100.00%,1000 ms
162.159.193.5:2506,100.00%,1000 ms
162.159.193.6:2506,100.00%,1000 ms
162.159.193.5:4198,100.00%,1000 ms
162.159.193.8:2506,100.00%,1000 ms
162.159.193.4:4198,100.00%,1000 ms
162.159.193.3:2506,100.00%,1000 ms
162.159.193.7:4198,100.00%,1000 ms
162.159.193.4:2506,100.00%,1000 ms
162.159.193.7:2506,100.00%,1000 ms
162.159.193.217:1843,100.00%,1000 ms
162.159.193.8:4198,100.00%,1000 ms
162.159.193.3:4198,100.00%,1000 ms
162.159.193.218:1843,100.00%,1000 ms
162.159.193.218:943,100.00%,1000 ms
162.159.193.6:4198,100.00%,1000 ms
162.159.193.216:1843,100.00%,1000 ms
162.159.193.215:943,100.00%,1000 ms
162.159.193.2:2506,100.00%,1000 ms
162.159.193.0:4198,100.00%,1000 ms
162.159.193.1:2506,100.00%,1000 ms
162.159.193.2:4198,100.00%,1000 ms
162.159.193.1:4198,100.00%,1000 ms
162.159.193.0:2506,100.00%,1000 ms
162.159.192.180:500,100.00%,1000 ms
162.159.192.180:859,100.00%,1000 ms
162.159.192.102:500,100.00%,1000 ms
162.159.192.102:859,100.00%,1000 ms
162.159.192.176:500,100.00%,1000 ms
162.159.192.176:859,100.00%,1000 ms
162.159.192.188:500,100.00%,1000 ms
162.159.192.188:859,100.00%,1000 ms
162.159.192.153:500,100.00%,1000 ms
162.159.192.2:500,100.00%,1000 ms
162.159.193.216:943,100.00%,1000 ms
162.159.192.133:859,100.00%,1000 ms
162.159.193.215:1843,100.00%,1000 ms
162.159.192.2:859,100.00%,1000 ms
162.159.192.117:859,100.00%,1000 ms
162.159.192.6:500,100.00%,1000 ms
162.159.192.153:859,100.00%,1000 ms
162.159.192.7:500,100.00%,1000 ms
162.159.192.133:500,100.00%,1000 ms
162.159.192.124:500,100.00%,1000 ms
162.159.192.144:500,100.00%,1000 ms
162.159.192.119:859,100.00%,1000 ms
162.159.192.103:500,100.00%,1000 ms
162.159.193.217:943,100.00%,1000 ms
162.159.192.119:500,100.00%,1000 ms
162.159.193.148:894,100.00%,1000 ms
162.159.193.150:8742,100.00%,1000 ms
162.159.192.117:500,100.00%,1000 ms
162.159.192.1:859,100.00%,1000 ms
162.159.193.150:894,100.00%,1000 ms
162.159.192.9:859,100.00%,1000 ms
162.159.192.1:500,100.00%,1000 ms
162.159.193.213:943,100.00%,1000 ms
162.159.193.212:1843,100.00%,1000 ms
162.159.192.60:500,100.00%,1000 ms
162.159.193.213:1843,100.00%,1000 ms
162.159.192.10:500,100.00%,1000 ms
162.159.192.60:859,100.00%,1000 ms
162.159.192.48:859,100.00%,1000 ms
162.159.192.3:500,100.00%,1000 ms
162.159.192.144:859,100.00%,1000 ms
162.159.192.9:500,100.00%,1000 ms
162.159.192.6:859,100.00%,1000 ms
162.159.192.48:500,100.00%,1000 ms
162.159.192.4:500,100.00%,1000 ms
162.159.192.7:859,100.00%,1000 ms
162.159.192.103:859,100.00%,1000 ms
162.159.192.10:859,100.00%,1000 ms
162.159.192.4:859,100.00%,1000 ms
162.159.193.214:943,100.00%,1000 ms
162.159.192.124:859,100.00%,1000 ms
162.159.192.3:859,100.00%,1000 ms
162.159.193.214:1843,100.00%,1000 ms
162.159.193.149:8742,100.00%,1000 ms
162.159.193.212:943,100.00%,1000 ms
162.159.193.211:1843,100.00%,1000 ms
162.159.193.211:943,100.00%,1000 ms
162.159.193.151:8742,100.00%,1000 ms
162.159.193.149:894,100.00%,1000 ms
162.159.193.152:8742,100.00%,1000 ms
162.159.193.152:894,100.00%,1000 ms
162.159.193.151:894,100.00%,1000 ms
162.159.193.154:894,100.00%,1000 ms
162.159.193.210:1843,100.00%,1000 ms
162.159.193.210:943,100.00%,1000 ms
162.159.193.153:8742,100.00%,1000 ms
162.159.193.153:894,100.00%,1000 ms
162.159.193.154:8742,100.00%,1000 ms
162.159.193.156:8742,100.00%,1000 ms
162.159.193.155:894,100.00%,1000 ms
162.159.193.155:8742,100.00%,1000 ms
162.159.193.156:894,100.00%,1000 ms
162.159.193.157:8742,100.00%,1000 ms
162.159.193.209:1843,100.00%,1000 ms
162.159.193.157:894,100.00%,1000 ms
162.159.193.209:943,100.00%,1000 ms
162.159.193.208:1843,100.00%,1000 ms
162.159.193.206:943,100.00%,1000 ms
162.159.193.207:943,100.00%,1000 ms
162.159.193.208:943,100.00%,1000 ms
162.159.193.206:1843,100.00%,1000 ms
162.159.193.207:1843,100.00%,1000 ms
162.159.193.205:1843,100.00%,1000 ms
162.159.193.205:943,100.00%,1000 ms
162.159.193.204:1843,100.00%,1000 ms
162.159.193.203:1843,100.00%,1000 ms
162.159.193.204:943,100.00%,1000 ms
162.159.193.202:1843,100.00%,1000 ms
162.159.193.203:943,100.00%,1000 ms
162.159.193.202:943,100.00%,1000 ms
162.159.193.201:1843,100.00%,1000 ms
162.159.193.201:943,100.00%,1000 ms
162.159.193.200:1843,100.00%,1000 ms
162.159.193.197:8742,100.00%,1000 ms
162.159.193.200:943,100.00%,1000 ms
162.159.193.197:894,100.00%,1000 ms
162.159.193.198:8742,100.00%,1000 ms
162.159.193.198:894,100.00%,1000 ms
162.159.193.199:8742,100.00%,1000 ms
162.159.193.199:894,100.00%,1000 ms
162.159.193.196:894,100.00%,1000 ms
162.159.193.196:8742,100.00%,1000 ms
162.159.193.195:894,100.00%,1000 ms
162.159.193.195:8742,100.00%,1000 ms
162.159.193.194:8742,100.00%,1000 ms
162.159.193.193:8742,100.00%,1000 ms
162.159.193.192:894,100.00%,1000 ms
162.159.193.194:894,100.00%,1000 ms
162.159.193.193:894,100.00%,1000 ms
162.159.193.189:894,100.00%,1000 ms
162.159.193.189:8742,100.00%,1000 ms
162.159.193.190:8742,100.00%,1000 ms
162.159.193.192:8742,100.00%,1000 ms
162.159.193.191:894,100.00%,1000 ms
162.159.193.188:894,100.00%,1000 ms
162.159.193.191:8742,100.00%,1000 ms
162.159.193.190:894,100.00%,1000 ms
162.159.193.184:894,100.00%,1000 ms
162.159.193.184:8742,100.00%,1000 ms
162.159.193.188:8742,100.00%,1000 ms
162.159.193.187:8742,100.00%,1000 ms
162.159.193.187:894,100.00%,1000 ms
162.159.193.183:894,100.00%,1000 ms
162.159.193.185:8742,100.00%,1000 ms
162.159.193.185:894,100.00%,1000 ms
162.159.193.186:894,100.00%,1000 ms
162.159.193.183:8742,100.00%,1000 ms
162.159.193.186:8742,100.00%,1000 ms
162.159.193.182:894,100.00%,1000 ms
162.159.193.182:8742,100.00%,1000 ms
162.159.193.181:894,100.00%,1000 ms
162.159.193.229:2408,100.00%,1000 ms
162.159.193.181:8742,100.00%,1000 ms
162.159.193.242:1180,100.00%,1000 ms
162.159.193.241:1180,100.00%,1000 ms
162.159.193.231:3854,100.00%,1000 ms
162.159.193.243:3854,100.00%,1000 ms
162.159.193.230:1180,100.00%,1000 ms
162.159.193.236:3854,100.00%,1000 ms
162.159.193.230:3854,100.00%,1000 ms
162.159.193.235:1180,100.00%,1000 ms
162.159.193.240:3854,100.00%,1000 ms
162.159.193.245:3854,100.00%,1000 ms
162.159.193.232:1180,100.00%,1000 ms
162.159.193.236:1180,100.00%,1000 ms
162.159.193.232:3854,100.00%,1000 ms
162.159.193.234:3854,100.00%,1000 ms
162.159.193.237:1180,100.00%,1000 ms
162.159.193.237:3854,100.00%,1000 ms
162.159.193.233:1180,100.00%,1000 ms
162.159.193.241:3854,100.00%,1000 ms
162.159.193.240:1180,100.00%,1000 ms
162.159.193.244:3854,100.00%,1000 ms
162.159.193.231:1180,100.00%,1000 ms
162.159.193.238:1180,100.00%,1000 ms
162.159.193.242:3854,100.00%,1000 ms
162.159.193.238:3854,100.00%,1000 ms
162.159.193.245:1180,100.00%,1000 ms
162.159.193.235:3854,100.00%,1000 ms
162.159.193.239:1180,100.00%,1000 ms
162.159.193.243:1180,100.00%,1000 ms
162.159.193.233:3854,100.00%,1000 ms
162.159.193.229:1010,100.00%,1000 ms
162.159.193.234:1180,100.00%,1000 ms
162.159.193.244:1180,100.00%,1000 ms
162.159.193.239:3854,100.00%,1000 ms
162.159.193.180:894,100.00%,1000 ms
162.159.193.180:8742,100.00%,1000 ms
162.159.193.248:1180,100.00%,1000 ms
162.159.193.246:1180,100.00%,1000 ms
162.159.193.246:3854,100.00%,1000 ms
162.159.193.248:3854,100.00%,1000 ms
162.159.193.247:3854,100.00%,1000 ms
162.159.193.247:1180,100.00%,1000 ms
162.159.193.178:894,100.00%,1000 ms
162.159.193.179:8742,100.00%,1000 ms
162.159.193.249:1180,100.00%,1000 ms
162.159.193.249:3854,100.00%,1000 ms
162.159.193.177:894,100.00%,1000 ms
162.159.193.176:8742,100.00%,1000 ms
162.159.193.178:8742,100.00%,1000 ms
162.159.193.177:8742,100.00%,1000 ms
162.159.193.179:894,100.00%,1000 ms
162.159.193.176:894,100.00%,1000 ms
162.159.193.170:894,100.00%,1000 ms
162.159.193.171:894,100.00%,1000 ms
162.159.193.173:8742,100.00%,1000 ms
162.159.193.175:894,100.00%,1000 ms
162.159.193.172:8742,100.00%,1000 ms
162.159.193.170:8742,100.00%,1000 ms
162.159.193.171:8742,100.00%,1000 ms
162.159.193.174:894,100.00%,1000 ms
162.159.193.173:894,100.00%,1000 ms
162.159.193.172:894,100.00%,1000 ms
162.159.193.175:8742,100.00%,1000 ms
162.159.193.174:8742,100.00%,1000 ms
162.159.193.166:8742,100.00%,1000 ms
162.159.193.169:8742,100.00%,1000 ms
162.159.193.168:894,100.00%,1000 ms
162.159.193.167:894,100.00%,1000 ms
162.159.193.166:894,100.00%,1000 ms
162.159.193.169:894,100.00%,1000 ms
162.159.193.162:894,100.00%,1000 ms
162.159.193.165:894,100.00%,1000 ms
162.159.193.164:894,100.00%,1000 ms
162.159.193.165:8742,100.00%,1000 ms
162.159.193.167:8742,100.00%,1000 ms
162.159.193.163:8742,100.00%,1000 ms
162.159.193.163:894,100.00%,1000 ms
162.159.193.168:8742,100.00%,1000 ms
162.159.193.164:8742,100.00%,1000 ms
162.159.193.162:8742,100.00%,1000 ms
162.159.193.161:8742,100.00%,1000 ms
162.159.193.160:894,100.00%,1000 ms
162.159.193.158:894,100.00%,1000 ms
162.159.193.160:8742,100.00%,1000 ms
162.159.193.159:894,100.00%,1000 ms
162.159.193.251:988,100.00%,1000 ms
162.159.193.252:4500,100.00%,1000 ms
162.159.193.250:3854,100.00%,1000 ms
162.159.193.250:1180,100.00%,1000 ms
162.159.193.251:4500,100.00%,1000 ms
162.159.193.252:988,100.00%,1000 ms
162.159.193.253:4500,100.00%,1000 ms
162.159.193.254:4500,100.00%,1000 ms
162.159.193.254:988,100.00%,1000 ms
162.159.193.253:988,100.00%,1000 ms
162.159.193.159:8742,100.00%,1000 ms
162.159.193.161:894,100.00%,1000 ms
